customer_id,signup_date,last_login_date,tenure_months,contract,plan,region,monthly_charges,support_tickets,churn,data_source,account_note
CUST-001267,2024-04-12,2026-04-14,26,One year,Standard,North,72.02,0,Yes,billing_system_v2,note-3926
CUST-000596,2023-01-18,2026-05-28,41,Month-to-month,Premium,Central,47.75,2,No,billing_system_v2,note-901
CUST-002422,2025-11-03,2026-05-21,7,One year,Standard,West,123.84,3,Yes,billing_system_v2,note-4732
CUST-002980,2022-03-24,2026-05-18,51,One year,Standard,South,52.89,0,No,billing_system_v2,note-2106
CUST-002726,2025-09-04,2026-05-30,9,Month-to-month,Basic,East,59.2,5,Yes,billing_system_v2,note-2333
CUST-004076,2020-08-31,2026-05-27,70,Month-to-month,Standard,North,96.8,1,No,billing_system_v2,note-4765
CUST-002937,2022-03-24,2026-05-28,51,One year,Basic,North,79.48,3,No,billing_system_v2,note-2584
CUST-004875,2022-07-22,2026-05-21,47,One year,Basic,North,,0,No,billing_system_v2,note-3203
CUST-003267,2022-05-23,2026-05-29,49,One year,Standard,South,134.26,1,No,billing_system_v2,note-1151
CUST-004484,2023-09-15,2026-04-23,33,One year,Premium,North,34.96,1,No,billing_system_v2,note-4160
CUST-001805,2026-03-03,2026-05-30,3,Two year,Basic,West,59.16,1,No,billing_system_v2,note-1585
CUST-003056,2021-09-25,2026-05-24,57,One year,Basic,South,42.73,3,No,billing_system_v2,note-4257
CUST-004456,2022-12-19,2026-04-14,42,Two year,Standard,East,51.67,0,No,billing_system_v2,note-1679
CUST-003077,2021-08-26,2026-05-24,58,One year,Basic,North,91.22,1,No,billing_system_v2,note-1193
CUST-004917,2024-11-08,2026-05-05,19,Month-to-month,Basic,East,100.89,3,Yes,billing_system_v2,note-591
CUST-002836,2020-09-30,2026-05-09,69,Two year,Basic,East,45.13,2,No,billing_system_v2,note-2757
CUST-003564,2021-10-25,2026-05-29,56,One year,Standard,Central,28.98,1,No,billing_system_v2,note-3125
CUST-004362,2023-07-17,2026-05-23,35,Month-to-month,Standard,North,,1,Yes,billing_system_v2,note-3526
CUST-004630,2025-08-05,2026-05-19,10,Month-to-month,Standard,South,84.73,2,Yes,billing_system_v2,note-3264
CUST-001932,2021-06-27,2026-05-24,60,Month-to-month,Standard,West,58.19,2,No,billing_system_v2,note-946
CUST-001829,2020-08-31,2026-05-25,70,One year,Basic,,60.33,3,No,billing_system_v2,note-281
CUST-001405,2025-07-06,2026-05-03,11,Month-to-month,Basic,West,51.45,3,Yes,billing_system_v2,note-1218
CUST-003678,2023-04-18,2026-04-03,38,One year,Standard,Central,62.84,1,Yes,billing_system_v2,note-2555
CUST-004543,2022-10-20,2026-05-25,44,Month-to-month,Standard,North,39.67,1,No,billing_system_v2,note-2308
CUST-003275,2020-12-29,2026-05-25,66,Month-to-month,Standard,East,89.93,1,No,billing_system_v2,note-399
CUST-004198,2020-10-30,2026-04-24,68,Month-to-month,,East,55.17,1,No,billing_system_v2,note-3139
CUST-004758,2023-10-15,2026-05-27,32,Month-to-month,Standard,Central,56.89,3,Yes,billing_system_v2,note-542
CUST-003515,2020-08-31,2026-05-24,70,Month-to-month,Premium,South,34.93,1,No,billing_system_v2,note-4709
CUST-004325,2024-02-12,2026-05-26,28,One year,Basic,East,121.78,2,Yes,billing_system_v2,note-4900
CUST-000074,2022-05-23,2026-05-23,49,Month-to-month,Basic,North,,0,No,billing_system_v2,note-2892
CUST-001258,2023-04-18,2026-05-30,38,Month-to-month,Basic,West,83.06,2,No,billing_system_v2,note-171
CUST-001139,2023-04-18,2026-02-27,38,Month-to-month,Premium,South,120.81,4,Yes,billing_system_v2,note-1009
CUST-003628,2021-06-27,2026-04-30,60,Month-to-month,Basic,South,71.99,2,No,billing_system_v2,note-3714
CUST-003569,2025-01-07,2026-04-19,17,Month-to-month,Basic,East,45.52,0,No,billing_system_v2,note-2965
CUST-004754,2025-03-08,2026-05-09,15,One year,Basic,Central,91.17,1,Yes,billing_system_v2,note-4254
CUST-002944,2021-07-27,2026-05-15,59,Two year,Premium,West,110.11,1,No,billing_system_v2,note-4817
CUST-002791,2025-07-06,2026-04-30,11,One year,Standard,North,78.4,1,No,billing_system_v2,note-1998
CUST-000918,2024-12-08,2026-05-24,18,One year,Premium,East,82.14,0,Yes,billing_system_v2,note-944
CUST-001604,2025-10-04,2026-02-16,8,Month-to-month,Premium,Central,92.24,0,Yes,billing_system_v2,note-25
CUST-002171,2022-01-23,2026-05-22,53,Month-to-month,Premium,South,44.93,1,No,billing_system_v2,note-321
CUST-002678,2023-01-18,2026-05-28,41,Month-to-month,Basic,Central,57.24,0,No,billing_system_v2,note-4398
CUST-002181,2025-01-07,2026-05-10,17,Two year,Basic,North,89.68,0,No,billing_system_v2,note-3284
CUST-004286,2022-03-24,2026-05-22,51,One year,Basic,Central,,0,No,billing_system_v2,note-479
CUST-004739,2023-05-18,2026-05-28,37,Two year,Basic,North,85.07,1,No,billing_system_v2,note-4331
CUST-000119,2025-10-04,2026-05-27,8,Month-to-month,Standard,East,46.46,5,Yes,billing_system_v2,note-4860
CUST-003691,2022-09-20,2026-05-06,45,Two year,Standard,Central,,1,No,billing_system_v2,note-941
CUST-001874,2024-01-13,2026-06-01,29,Month-to-month,Basic,Central,52.1,1,No,billing_system_v2,note-4324
CUST-000478,2022-07-22,2026-05-18,47,Two year,Basic,Central,53.09,1,No,billing_system_v2,note-1285
CUST-004642,2020-10-30,2026-05-30,68,Month-to-month,Basic,West,90.95,1,Yes,billing_system_v2,note-3566
CUST-000866,2021-07-27,2026-05-25,59,Month-to-month,Premium,West,65.65,1,No,billing_system_v2,note-4633
CUST-000368,2026-05-02,2026-04-26,1,Month-to-month,Standard,West,70.18,2,Yes,billing_system_v2,note-4270
CUST-002720,2022-09-20,2026-05-09,45,One year,Basic,,22.77,2,No,billing_system_v2,note-1592
CUST-000134,2021-09-25,2026-05-15,57,One year,Premium,West,45.22,2,Yes,billing_system_v2,note-3554
CUST-003612,2022-11-19,2026-05-31,43,Month-to-month,Premium,,64.15,1,Yes,billing_system_v2,note-2475
CUST-001334,2023-04-18,2026-05-30,38,Month-to-month,Basic,South,79.38,0,No,billing_system_v2,note-696
CUST-000216,2026-01-02,2026-04-28,5,Month-to-month,Basic,Central,61.32,1,Yes,billing_system_v2,note-125
CUST-004186,2024-11-08,2026-05-05,19,Two year,Standard,Central,58.66,2,Yes,billing_system_v2,note-2728
CUST-002939,2025-06-06,2026-05-25,12,One year,,Central,98.65,2,No,billing_system_v2,note-1985
CUST-000448,2023-05-18,2026-05-31,37,Month-to-month,Basic,West,53.44,2,Yes,billing_system_v2,note-1498
CUST-000374,2021-03-29,2026-02-27,63,Month-to-month,Basic,North,31.48,1,No,billing_system_v2,note-1036
CUST-000384,2026-04-02,2026-03-31,2,Two year,Basic,North,47.12,0,Yes,billing_system_v2,note-4921
CUST-000343,2023-05-18,2026-04-21,37,Two year,Standard,South,58.76,1,No,billing_system_v2,note-4184
CUST-002433,2024-08-10,2026-05-09,22,Month-to-month,Basic,East,42.53,2,No,billing_system_v2,note-3295
CUST-003177,2024-09-09,2026-03-23,21,Month-to-month,Standard,East,27.84,0,Yes,billing_system_v2,note-2316
CUST-003804,2026-05-02,2026-05-29,1,One year,Standard,North,63.31,3,Yes,billing_system_v2,note-4923
CUST-002922,2025-10-04,2026-05-06,8,Month-to-month,Basic,South,70.13,4,Yes,billing_system_v2,note-3444
CUST-000415,2022-06-22,2026-05-29,48,Month-to-month,Basic,North,85.82,2,No,billing_system_v2,note-653
CUST-004008,2025-05-07,2026-04-28,13,One year,Basic,South,69.46,1,No,billing_system_v2,note-3856
CUST-001214,2026-01-02,2026-05-20,5,Two year,Premium,South,70.37,1,No,billing_system_v2,note-168
CUST-003818,2022-09-20,2026-05-24,45,Month-to-month,Premium,South,71.29,2,Yes,billing_system_v2,note-1968
CUST-001416,2022-09-20,2026-05-23,45,Two year,Premium,North,40.41,1,No,billing_system_v2,note-3670
CUST-002271,2024-08-10,2026-05-23,22,One year,Standard,West,61.05,2,No,billing_system_v2,note-2822
CUST-003758,2026-01-02,2026-05-28,5,One year,Standard,East,68.42,1,No,billing_system_v2,note-2669
CUST-002756,2021-03-29,2026-05-22,63,One year,Standard,Central,46.61,5,No,billing_system_v2,note-2393
CUST-003986,2024-08-10,2026-05-27,22,Month-to-month,Basic,South,64.93,2,No,billing_system_v2,note-572
CUST-002207,2021-06-27,2026-04-12,60,Month-to-month,Basic,Central,58.8,0,No,billing_system_v2,note-2307
CUST-003719,2024-12-08,2026-05-13,18,Month-to-month,Standard,South,83.67,4,Yes,billing_system_v2,note-4208
CUST-004521,2022-04-23,2026-05-19,50,One year,Premium,East,38.96,2,No,billing_system_v2,note-1363
CUST-000266,2023-10-15,2026-03-26,32,One year,Premium,East,68.13,1,Yes,billing_system_v2,note-1267
CUST-002229,2020-08-31,2026-05-26,70,Month-to-month,Premium,West,103.02,2,No,billing_system_v2,note-3034
CUST-001170,2022-09-20,2026-05-31,45,One year,Standard,West,99.79,1,No,billing_system_v2,note-107
CUST-001930,2025-12-03,2026-05-28,6,Month-to-month,Standard,East,32.16,2,Yes,billing_system_v2,note-4348
CUST-004264,2022-11-19,2026-03-29,43,Month-to-month,Premium,Central,99.76,1,Yes,billing_system_v2,note-4999
CUST-004236,2020-10-30,2026-05-29,68,Month-to-month,Basic,East,35.4,0,No,billing_system_v2,note-2607
CUST-002546,2021-09-25,2026-04-28,57,Month-to-month,Standard,South,55.9,1,No,billing_system_v2,note-3607
CUST-002243,2025-10-04,2026-03-25,8,Month-to-month,Premium,East,55.18,0,Yes,billing_system_v2,note-1576
CUST-000989,2021-10-25,2026-05-16,56,One year,Basic,North,83.16,0,No,billing_system_v2,note-4252
CUST-002110,2024-10-09,2026-05-24,20,One year,Basic,North,78.99,3,Yes,billing_system_v2,note-3600
CUST-003407,2022-09-20,2026-05-30,45,One year,Basic,North,33.63,3,No,billing_system_v2,note-3321
CUST-002064,2022-12-19,2026-05-08,42,One year,Basic,,63.44,1,No,billing_system_v2,note-1225
CUST-000845,2026-06-01,2026-05-11,0,Month-to-month,Basic,East,76.93,1,Yes,billing_system_v2,note-1194
CUST-004603,2021-12-24,2026-05-03,54,Month-to-month,Standard,Central,94.93,4,Yes,billing_system_v2,note-1033
CUST-002934,2021-08-26,2026-03-28,58,Month-to-month,Basic,South,100.63,2,Yes,billing_system_v2,note-1611
CUST-002897,2022-09-20,2026-04-12,45,Month-to-month,Standard,West,19.54,1,Yes,billing_system_v2,note-994
CUST-001889,2023-10-15,2026-05-12,32,Month-to-month,Basic,South,48.63,1,No,billing_system_v2,note-3228
CUST-003956,2023-05-18,2026-05-31,37,One year,Premium,West,70.6,2,No,billing_system_v2,note-3814
CUST-002524,2026-02-01,2026-05-23,4,Two year,Standard,Central,65.55,1,No,billing_system_v2,note-1333
CUST-000854,2024-10-09,2026-05-25,20,One year,Basic,Central,83.76,2,Yes,billing_system_v2,note-4673
CUST-000138,2024-05-12,2026-05-24,25,One year,Basic,,81.51,1,No,billing_system_v2,note-699
CUST-001219,2023-11-14,2026-05-08,31,Month-to-month,Basic,North,30.45,1,No,billing_system_v2,note-1102
CUST-002746,2025-02-06,2026-05-19,16,One year,Standard,West,78.19,1,No,billing_system_v2,note-1188
CUST-002426,2025-07-06,2026-04-22,11,Two year,Premium,North,36.21,1,No,billing_system_v2,note-349
CUST-004858,2024-12-08,2026-05-16,18,Month-to-month,Standard,South,68.88,0,Yes,billing_system_v2,note-1439
CUST-000946,2020-08-31,2026-04-30,70,Month-to-month,Premium,West,50.11,4,No,billing_system_v2,note-862
CUST-004102,2025-05-07,2026-05-16,13,Two year,Basic,West,15.0,1,Yes,billing_system_v2,note-3338
CUST-003031,2024-11-08,2026-05-27,19,Month-to-month,Basic,West,85.89,1,Yes,billing_system_v2,note-3136
CUST-004293,2025-12-03,2026-05-25,6,Month-to-month,Standard,East,44.9,4,Yes,billing_system_v2,note-2034
CUST-002462,2023-08-16,2026-05-23,34,Month-to-month,Basic,North,57.18,1,Yes,billing_system_v2,note-894
CUST-002533,2025-06-06,2026-05-13,12,Month-to-month,Standard,West,52.19,1,No,billing_system_v2,note-3224
CUST-004109,2024-07-11,2026-05-20,23,Month-to-month,Basic,Central,71.61,0,No,billing_system_v2,note-267
CUST-003220,2022-04-23,2026-04-23,50,Month-to-month,Premium,South,77.94,3,Yes,billing_system_v2,note-2907
CUST-003001,2022-06-22,2026-05-08,48,Two year,Basic,North,69.15,0,No,billing_system_v2,note-3959
CUST-004221,2023-05-18,2026-05-10,37,One year,Standard,South,90.29,1,Yes,billing_system_v2,note-1676
CUST-004256,2024-07-11,2026-05-04,23,One year,Premium,West,36.87,0,Yes,billing_system_v2,note-3770
CUST-001681,2026-06-01,2026-05-09,0,Month-to-month,Standard,East,62.39,2,Yes,billing_system_v2,note-2947
CUST-001363,2025-04-07,2026-02-28,14,One year,Basic,West,80.08,1,Yes,billing_system_v2,note-1092
CUST-001264,2025-01-07,2026-05-13,17,Month-to-month,Basic,West,81.76,2,No,billing_system_v2,note-1882
CUST-004725,2023-08-16,2026-05-12,34,Month-to-month,Standard,West,67.98,3,Yes,billing_system_v2,note-1738
CUST-001540,2023-08-16,2026-05-30,34,Month-to-month,Basic,East,41.9,1,No,billing_system_v2,note-3401
CUST-004608,2021-04-28,2026-06-01,62,Month-to-month,Basic,South,92.53,1,No,billing_system_v2,note-970
CUST-004085,2022-09-20,2026-05-29,45,One year,Standard,West,62.36,1,No,billing_system_v2,note-3233
CUST-000491,2021-04-28,2026-05-27,62,One year,Standard,South,105.54,2,No,billing_system_v2,note-2799
CUST-002845,2023-10-15,2026-05-01,32,Two year,Basic,North,47.56,2,No,billing_system_v2,note-4635
CUST-000015,2021-10-25,2026-05-06,56,Month-to-month,Premium,Central,37.17,3,Yes,billing_system_v2,note-2559
CUST-001083,2023-02-17,2026-05-30,40,Month-to-month,Basic,Central,67.2,3,No,billing_system_v2,note-4490
CUST-001497,2021-10-25,2026-03-01,56,Month-to-month,Basic,South,87.58,1,Yes,billing_system_v2,note-3450
CUST-001904,2024-07-11,2026-05-27,23,Month-to-month,Standard,Central,65.01,0,No,billing_system_v2,note-426
CUST-003774,2023-12-14,2026-05-14,30,Month-to-month,Standard,North,107.13,2,Yes,billing_system_v2,note-674
CUST-004817,2024-07-11,2026-03-23,23,Two year,Standard,Central,59.49,0,Yes,billing_system_v2,note-2203
CUST-001662,2025-05-07,2026-04-16,13,Month-to-month,Standard,East,106.72,1,Yes,billing_system_v2,note-1401
CUST-003169,2022-11-19,2026-04-29,43,Month-to-month,Standard,Central,60.23,1,Yes,billing_system_v2,note-3146
CUST-001204,2022-08-21,2026-05-23,46,Month-to-month,Basic,Central,105.74,3,No,billing_system_v2,note-1689
CUST-000294,2023-03-19,2026-05-13,39,Month-to-month,Standard,Central,48.68,2,Yes,billing_system_v2,note-3331
CUST-003042,2024-07-11,2026-05-15,23,Month-to-month,Standard,East,45.35,6,Yes,billing_system_v2,note-1141
CUST-001477,2024-02-12,2026-05-05,28,One year,Premium,West,86.65,3,Yes,billing_system_v2,note-3600
CUST-004365,2021-06-27,2026-05-29,60,Month-to-month,Basic,South,58.45,2,No,billing_system_v2,note-963
CUST-002531,2021-08-26,2026-05-31,58,Month-to-month,,Central,84.04,1,No,billing_system_v2,note-362
CUST-003709,2021-05-28,2026-05-10,61,One year,Basic,Central,122.34,1,No,billing_system_v2,note-3636
CUST-003501,2022-08-21,2026-05-23,46,One year,Basic,Central,47.79,0,No,billing_system_v2,note-1162
CUST-003479,2021-10-25,2026-05-30,56,Month-to-month,Standard,West,46.07,1,No,billing_system_v2,note-4403
CUST-000469,2020-11-29,2026-05-25,67,Two year,Basic,North,118.61,1,No,billing_system_v2,note-471
CUST-003164,2025-09-04,2026-05-18,9,One year,Basic,South,93.03,0,No,billing_system_v2,note-3209
CUST-000885,2022-02-22,2026-05-15,52,Month-to-month,Standard,Central,69.13,1,No,billing_system_v2,note-2843
CUST-003656,2023-05-18,2026-05-26,37,One year,Premium,East,56.0,1,No,billing_system_v2,note-2491
CUST-003313,2025-02-06,2026-05-05,16,Month-to-month,Standard,North,15.0,2,No,billing_system_v2,note-2615
CUST-001943,2026-04-02,2026-05-22,2,Month-to-month,Basic,West,109.93,2,Yes,billing_system_v2,note-2208
CUST-003415,2024-01-13,2026-06-01,29,Month-to-month,Basic,East,100.14,1,No,billing_system_v2,note-4726
CUST-003237,2020-08-01,2026-05-29,71,Month-to-month,Standard,North,48.12,1,No,billing_system_v2,note-801
CUST-002713,2023-05-18,2026-04-11,37,Month-to-month,Premium,Central,17.07,2,Yes,billing_system_v2,note-2141
CUST-004746,2021-11-24,2026-04-23,55,One year,Premium,East,95.39,1,No,billing_system_v2,note-3966
CUST-002060,2021-02-27,2026-05-29,64,One year,Basic,South,88.74,1,No,billing_system_v2,note-1432
CUST-004157,2024-09-09,2026-05-20,21,Month-to-month,Basic,East,75.57,1,No,billing_system_v2,note-977
CUST-004419,2025-11-03,2026-04-15,7,Month-to-month,Standard,North,82.03,1,Yes,billing_system_v2,note-3818
CUST-000016,2023-06-17,2026-05-20,36,Month-to-month,Basic,East,,2,No,billing_system_v2,note-3932
CUST-004559,2022-08-21,2026-05-18,46,One year,Basic,West,87.68,2,Yes,billing_system_v2,note-602
CUST-004960,2024-03-13,2026-05-07,27,Month-to-month,Standard,East,22.73,2,No,billing_system_v2,note-3039
CUST-003873,2023-08-16,2026-05-13,34,Two year,Premium,West,94.42,0,No,billing_system_v2,note-4148
CUST-002260,2026-05-02,2026-05-09,1,Month-to-month,Basic,East,80.55,1,No,billing_system_v2,note-2475
CUST-003993,2024-10-09,2026-05-15,20,Month-to-month,Premium,East,105.49,1,Yes,billing_system_v2,note-370
CUST-002826,2024-04-12,2026-03-28,26,Month-to-month,Basic,Central,54.52,0,No,billing_system_v2,note-3366
CUST-001398,2026-05-02,2026-05-01,1,Two year,Premium,South,72.15,1,Yes,billing_system_v2,note-2325
CUST-003916,2026-02-01,2026-05-21,4,Month-to-month,Standard,North,63.53,1,Yes,billing_system_v2,note-377
CUST-001800,2026-02-01,2026-05-07,4,Month-to-month,Premium,Central,75.38,2,Yes,billing_system_v2,note-648
CUST-002056,2022-02-22,2026-05-04,52,One year,Basic,North,37.31,0,No,billing_system_v2,note-4719
CUST-000280,2024-11-08,2026-05-31,19,Two year,Standard,North,47.38,3,Yes,billing_system_v2,note-1488
CUST-004911,2023-04-18,2026-05-10,38,Month-to-month,Premium,East,60.97,1,Yes,billing_system_v2,note-834
CUST-004195,2023-07-17,2026-05-24,35,One year,Basic,,63.98,1,No,billing_system_v2,note-350
CUST-000128,2023-01-18,2026-05-26,41,One year,Basic,East,68.17,0,Yes,billing_system_v2,note-992
CUST-000535,2025-07-06,2026-05-23,11,Month-to-month,Premium,South,108.63,2,Yes,billing_system_v2,note-3128
CUST-002357,2025-03-08,2026-05-08,15,Two year,Premium,Central,94.35,2,Yes,billing_system_v2,note-2259
CUST-004255,2024-07-11,2026-05-20,23,Month-to-month,Basic,West,113.38,1,Yes,billing_system_v2,note-3074
CUST-000565,2025-01-07,2026-04-01,17,Month-to-month,Premium,Central,61.17,2,Yes,billing_system_v2,note-2663
CUST-001032,2022-02-22,2026-05-14,52,Two year,Basic,Central,98.45,2,No,billing_system_v2,note-943
CUST-000597,2021-10-25,2026-04-30,56,One year,Premium,West,57.69,2,No,billing_system_v2,note-1138
CUST-004360,2026-06-01,2026-04-07,0,Month-to-month,Basic,Central,97.3,0,Yes,billing_system_v2,note-4588
CUST-004830,2024-05-12,2026-04-24,25,Month-to-month,Standard,South,124.05,1,Yes,billing_system_v2,note-299
CUST-002643,2023-09-15,2026-05-23,33,Two year,Premium,West,120.76,1,No,billing_system_v2,note-267
CUST-000777,2025-10-04,2026-05-08,8,Two year,Basic,West,23.9,2,Yes,billing_system_v2,note-4036
CUST-001657,2021-04-28,2026-05-23,62,Two year,Premium,South,116.26,1,No,billing_system_v2,note-1123
CUST-000357,2021-02-27,2026-05-18,64,Month-to-month,Basic,East,45.45,0,No,billing_system_v2,note-792
CUST-001928,2025-05-07,2026-05-23,13,Month-to-month,Basic,North,91.89,2,Yes,billing_system_v2,note-2409
CUST-004853,2026-02-01,2026-05-03,4,One year,Basic,East,71.78,2,Yes,billing_system_v2,note-1611
CUST-004697,2025-12-03,2026-04-22,6,One year,Premium,North,92.73,2,Yes,billing_system_v2,note-3643
CUST-001478,2025-02-06,2026-03-27,16,Month-to-month,Premium,North,70.31,0,Yes,billing_system_v2,note-4381
CUST-002081,2025-12-03,2026-05-27,6,Month-to-month,Basic,East,74.72,1,Yes,billing_system_v2,note-1016
CUST-004192,2022-01-23,2026-05-20,53,One year,Standard,Central,88.7,1,No,billing_system_v2,note-2503
CUST-000809,2020-08-01,2026-05-22,71,Month-to-month,Basic,Central,78.55,0,No,billing_system_v2,note-3319
CUST-003633,2021-12-24,2026-05-19,54,Month-to-month,Standard,South,33.77,4,No,billing_system_v2,note-2837
CUST-002107,2025-09-04,2026-04-05,9,Month-to-month,Basic,South,78.96,0,Yes,billing_system_v2,note-2600
CUST-000276,2023-09-15,2026-05-05,33,Month-to-month,Basic,Central,26.63,3,Yes,billing_system_v2,note-2834
CUST-002788,2026-06-01,2026-05-09,0,Month-to-month,Premium,West,54.35,2,Yes,billing_system_v2,note-1073
CUST-002047,2023-04-18,2026-05-30,38,Two year,Basic,West,45.75,0,Yes,billing_system_v2,note-4382
CUST-003879,2026-03-03,2026-04-17,3,Month-to-month,Premium,Central,134.11,3,Yes,billing_system_v2,note-167
CUST-001650,2025-05-07,2026-05-12,13,One year,Premium,South,83.76,2,Yes,billing_system_v2,note-2615
CUST-004955,2025-05-07,2026-05-29,13,Two year,Basic,West,108.68,4,Yes,billing_system_v2,note-4395
CUST-004242,2021-07-27,2026-04-22,59,Two year,Standard,South,903.09,1,No,billing_system_v2,note-2544
CUST-001073,2023-05-18,2026-05-30,37,One year,,South,86.42,1,No,billing_system_v2,note-4626
CUST-001757,2022-11-19,2026-05-28,43,One year,Standard,North,123.0,1,No,billing_system_v2,note-2936
CUST-002850,2025-04-07,2026-05-28,14,Month-to-month,Standard,East,51.49,1,No,billing_system_v2,note-2639
CUST-004728,2025-10-04,2026-05-03,8,One year,Basic,North,108.6,2,Yes,billing_system_v2,note-3003
CUST-000775,2020-10-30,2026-05-26,68,Month-to-month,Premium,East,,0,No,billing_system_v2,note-3550
CUST-003448,2022-11-19,2026-04-29,43,Two year,Premium,Central,70.64,0,No,billing_system_v2,note-2441
CUST-003646,2022-08-21,2026-05-13,46,Month-to-month,Standard,West,61.62,1,No,billing_system_v2,note-1456
CUST-002690,2022-02-22,2026-05-22,52,Two year,Standard,Central,80.34,1,No,billing_system_v2,note-318
CUST-004254,2024-06-11,2026-05-02,24,Month-to-month,Standard,,50.37,1,No,billing_system_v2,note-1154
CUST-002905,2021-04-28,2026-05-10,62,One year,Standard,Central,77.4,2,No,billing_system_v2,note-4104
CUST-002861,2020-11-29,2026-04-15,67,Month-to-month,Standard,,62.22,1,No,billing_system_v2,note-921
CUST-002699,2025-10-04,2026-05-19,8,Month-to-month,Standard,East,72.82,1,Yes,billing_system_v2,note-1805
CUST-001076,2022-03-24,2026-05-06,51,Two year,Premium,,62.19,0,No,billing_system_v2,note-3537
CUST-000930,2023-04-18,2026-05-11,38,Month-to-month,Premium,Central,85.63,1,No,billing_system_v2,note-3119
CUST-001551,2021-05-28,2026-05-16,61,Month-to-month,Basic,West,63.86,2,No,billing_system_v2,note-1890
CUST-003207,2021-08-26,2026-05-09,58,One year,,North,85.03,2,No,billing_system_v2,note-4474
CUST-002609,2021-07-27,2026-04-19,59,Month-to-month,Standard,North,69.55,3,Yes,billing_system_v2,note-3698
CUST-003701,2025-02-06,2026-05-25,16,Two year,Premium,North,53.06,2,Yes,billing_system_v2,note-2848
CUST-004767,2026-06-01,2026-06-01,0,Two year,Standard,Central,59.61,1,No,billing_system_v2,note-1375
CUST-002801,2023-10-15,2026-05-03,32,One year,Standard,North,96.36,2,No,billing_system_v2,note-3254
CUST-003311,2024-02-12,2026-05-30,28,One year,Basic,West,65.29,3,Yes,billing_system_v2,note-4469
CUST-001777,2025-07-06,2026-04-22,11,Month-to-month,Premium,West,,0,No,billing_system_v2,note-108
CUST-002448,2021-10-25,2026-05-13,56,One year,Standard,North,48.63,2,No,billing_system_v2,note-3917
CUST-004226,2023-10-15,2026-05-07,32,One year,Standard,Central,40.41,2,Yes,billing_system_v2,note-1998
CUST-000661,2022-02-22,2026-05-05,52,Month-to-month,Basic,North,73.29,2,No,billing_system_v2,note-362
CUST-004472,2023-07-17,2026-02-23,35,Month-to-month,Basic,North,61.68,1,Yes,billing_system_v2,note-2912
CUST-001263,2021-07-27,2026-05-26,59,One year,Standard,East,63.04,1,No,billing_system_v2,note-200
CUST-000599,2022-08-21,2026-05-13,46,Month-to-month,,West,60.66,2,Yes,billing_system_v2,note-2554
CUST-000319,2021-11-24,2026-05-24,55,Two year,Premium,West,52.65,0,No,billing_system_v2,note-1537
CUST-004479,2023-04-18,2026-06-01,38,Month-to-month,Basic,West,45.52,1,No,billing_system_v2,note-3838
CUST-001914,2024-07-11,2026-05-11,23,Month-to-month,Standard,Central,78.81,0,Yes,billing_system_v2,note-406
CUST-000264,2020-08-01,2026-05-23,71,Month-to-month,Standard,Central,68.73,0,No,billing_system_v2,note-804
CUST-000616,2025-01-07,2026-05-26,17,Two year,Standard,West,131.8,1,No,billing_system_v2,note-4421
CUST-000228,2023-03-19,2026-04-11,39,Month-to-month,Basic,West,64.01,4,Yes,billing_system_v2,note-2489
CUST-004807,2021-02-27,2026-05-09,64,One year,Basic,West,67.47,0,No,billing_system_v2,note-4845
CUST-003759,2023-02-17,2026-05-23,40,Month-to-month,Basic,North,29.23,1,Yes,billing_system_v2,note-1413
CUST-004618,2022-09-20,2026-05-16,45,Month-to-month,Premium,North,109.48,0,No,billing_system_v2,note-4232
CUST-004913,2022-11-19,2026-04-08,43,Two year,Premium,West,86.79,3,No,billing_system_v2,note-435
CUST-004177,2022-03-24,2026-04-25,51,Month-to-month,Premium,West,79.81,1,No,billing_system_v2,note-4996
CUST-000935,2020-11-29,2026-05-18,67,Two year,Premium,West,78.12,0,No,billing_system_v2,note-1189
CUST-002724,2021-10-25,2026-05-09,56,One year,Standard,North,88.16,1,No,billing_system_v2,note-481
CUST-004197,2025-10-04,2026-05-31,8,One year,Basic,South,43.9,0,No,billing_system_v2,note-3060
CUST-002095,2021-10-25,2026-04-25,56,One year,Basic,Central,,2,No,billing_system_v2,note-876
CUST-003284,2024-01-13,2026-05-23,29,Month-to-month,Standard,North,16.06,1,No,billing_system_v2,note-4497
CUST-000100,2021-07-27,2026-05-28,59,Two year,Basic,East,62.2,2,No,billing_system_v2,note-2760
CUST-004962,2020-08-31,2026-05-22,70,Two year,Standard,Central,15.0,1,No,billing_system_v2,note-4911
CUST-003693,2024-07-11,2026-05-26,23,One year,Basic,South,106.19,4,Yes,billing_system_v2,note-4463
CUST-003118,2026-05-02,2026-05-12,1,Month-to-month,Basic,Central,50.67,2,Yes,billing_system_v2,note-4750
CUST-004872,2026-02-01,2026-05-31,4,Month-to-month,Standard,Central,46.57,3,Yes,billing_system_v2,note-3549
CUST-000753,2020-11-29,2026-05-29,67,Month-to-month,Basic,North,59.54,1,No,billing_system_v2,note-1885
CUST-004287,2021-08-26,2026-05-03,58,Month-to-month,Basic,Central,35.75,3,No,billing_system_v2,note-3855
CUST-000056,2023-03-19,2026-05-23,39,Month-to-month,Standard,North,95.22,0,No,billing_system_v2,note-200
CUST-001482,2024-10-09,2026-05-25,20,Two year,Basic,Central,34.14,0,No,billing_system_v2,note-3419
